,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,type,fuel,transmission
3030,Mahindra Quanto C6,349000,2013,Individual,First Owner,100000,NaN,Four Wheeler,Diesel,Manual
3031,Mahindra Bolero DI DX 8 Seater,229999,2004,Individual,Fourth & Above Owner,168000,NaN,Four Wheeler,Diesel,Manual
3032,Tata Indica Vista Aqua 1.4 TDI,110000,2008,Individual,Third Owner,90000,NaN,Four Wheeler,Diesel,Manual
3033,Maruti Wagon R LXI Minor,110000,2008,Individual,Third Owner,70000,NaN,Four Wheeler,Petrol,Manual
3034,Renault KWID RXE,245000,2018,Individual,Second Owner,5550,NaN,Four Wheeler,Petrol,Manual
3035,Maruti Alto K10 VXI,180000,2014,Individual,Second Owner,100000,NaN,Four Wheeler,Petrol,Manual
3036,Maruti Wagon R VXI BS IV,290000,2014,Individual,Second Owner,80000,NaN,Four Wheeler,Petrol,Manual
3037,Hyundai i20 Magna,250000,2010,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
3038,Tata Indigo TDI,150000,2010,Individual,First Owner,100000,NaN,Four Wheeler,Diesel,Manual
3039,Maruti 800 AC BSII,55000,2004,Individual,Third Owner,35000,NaN,Four Wheeler,Petrol,Manual
3040,Skoda Laura L n K 1.9 PD,500000,2006,Individual,Second Owner,75000,NaN,Four Wheeler,Diesel,Manual
3041,Mahindra Quanto C4,290000,2013,Individual,Fourth & Above Owner,150000,NaN,Four Wheeler,Diesel,Manual
3042,Hyundai Santro Magna AMT BSIV,400000,2019,Individual,First Owner,16000,NaN,Four Wheeler,Petrol,Automatic
3043,Maruti Alto STD,72000,2009,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
3044,Maruti Ritz VDi,250000,2014,Individual,First Owner,115000,NaN,Four Wheeler,Diesel,Manual
3045,Maruti Swift AMT VXI,575000,2019,Individual,First Owner,25000,NaN,Four Wheeler,Petrol,Automatic
3046,Kia Seltos HTK Plus AT D,1300000,2019,Individual,First Owner,10000,NaN,Four Wheeler,Diesel,Automatic
3047,Hyundai Santro Magna BSIV,425000,2019,Individual,First Owner,15000,NaN,Four Wheeler,Petrol,Manual
3048,Maruti Eeco CNG 5 Seater AC BSIV,470000,2019,Individual,First Owner,10000,NaN,Four Wheeler,CNG,Manual
3049,Toyota Etios VX,220000,2012,Individual,Third Owner,80000,NaN,Four Wheeler,Petrol,Manual
3050,Maruti Alto 800 LXI,310000,2020,Individual,First Owner,1700,NaN,Four Wheeler,Petrol,Manual
3051,Ford Figo 1.5D Trend MT,400000,2016,Dealer,First Owner,45217,NaN,Four Wheeler,Diesel,Manual
3052,Volkswagen Vento Diesel Comfortline,215000,2012,Individual,First Owner,97000,NaN,Four Wheeler,Diesel,Manual
3053,Hyundai EON Magna Plus,310000,2018,Individual,First Owner,20000,NaN,Four Wheeler,Petrol,Manual
3054,Maruti Ciaz ZDi Plus SHVS,750000,2017,Individual,First Owner,50000,NaN,Four Wheeler,Diesel,Manual
3055,Tata New Safari DICOR 2.2 EX 4x2,204999,2009,Individual,Second Owner,120000,NaN,Four Wheeler,Diesel,Manual
3056,Maruti Swift 1.3 VXi,260000,2010,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
3057,Maruti Alto LXi,180000,2012,Individual,Second Owner,40000,NaN,Four Wheeler,Petrol,Manual
3058,Mahindra Renault Logan 1.5 DLE Diesel,125000,2007,Individual,Second Owner,110000,NaN,Four Wheeler,Diesel,Manual
3059,Maruti Swift VDI BSIV,420000,2014,Individual,First Owner,155000,NaN,Four Wheeler,Diesel,Manual
3060,Maruti Alto K10 LXI,220000,2011,Individual,Second Owner,70000,NaN,Four Wheeler,Petrol,Manual
3061,Maruti Alto K10 2010-2014 VXI,200000,2010,Individual,Third Owner,70000,NaN,Four Wheeler,Petrol,Manual
3062,Ford Ikon 1.4 TDCi DuraTorq,130000,2009,Individual,Third Owner,100000,NaN,Four Wheeler,Diesel,Manual
3063,Tata Tiago XT,335000,2016,Dealer,First Owner,41000,NaN,Four Wheeler,Petrol,Manual
3064,Ford Endeavour Titanium Plus 4X4,2650000,2017,Dealer,First Owner,60000,NaN,Four Wheeler,Diesel,Automatic
3065,Ford Endeavour 3.2 Titanium AT 4X4,2675000,2018,Dealer,First Owner,56000,NaN,Four Wheeler,Diesel,Automatic
3066,Ford Endeavour Titanium Plus 4X4,2675000,2017,Dealer,First Owner,60000,NaN,Four Wheeler,Diesel,Automatic
3067,Honda City V AT,434999,2011,Dealer,Second Owner,97000,NaN,Four Wheeler,Petrol,Automatic
3068,Honda City i VTEC S,500000,2014,Individual,First Owner,60000,NaN,Four Wheeler,Petrol,Manual
3069,Maruti Alto K10 VXI Airbag,290000,2017,Individual,First Owner,60000,NaN,Four Wheeler,Petrol,Manual
3070,Ford Ecosport 1.5 Ti VCT AT Titanium,475000,2014,Dealer,Second Owner,48000,NaN,Four Wheeler,Petrol,Automatic
3071,Maruti Swift Dzire VDi,270000,2009,Individual,Third Owner,190000,NaN,Four Wheeler,Diesel,Manual
3072,Hyundai Xcent 1.2 VTVT S,600000,2019,Individual,First Owner,80000,NaN,Four Wheeler,Petrol,Manual
3073,Hyundai i20 Asta 1.4 CRDi,300000,2013,Individual,Second Owner,70000,NaN,Four Wheeler,Diesel,Manual
3074,Volkswagen Jetta 2.0L TDI Comfortline,415000,2012,Individual,Second Owner,80000,NaN,Four Wheeler,Diesel,Manual
3075,Maruti Vitara Brezza ZDi Plus AMT,800000,2018,Individual,Second Owner,30000,NaN,Four Wheeler,Diesel,Automatic
3076,Hyundai Grand i10 Sportz,420000,2016,Individual,Second Owner,44440,NaN,Four Wheeler,Petrol,Manual
3077,Hyundai Creta 1.6 CRDi SX Plus,1250000,2018,Individual,First Owner,30000,NaN,Four Wheeler,Diesel,Manual
3078,Maruti Swift VDI BSIV,270000,2011,Individual,First Owner,120000,NaN,Four Wheeler,Diesel,Manual
3079,Hyundai Grand i10 CRDi Sportz,390000,2015,Individual,Second Owner,80000,NaN,Four Wheeler,Diesel,Manual
3080,Skoda Laura Ambiente 2.0 TDI CR MT,400000,2012,Individual,First Owner,110000,NaN,Four Wheeler,Diesel,Manual
3081,Ford Fiesta 1.4 ZXi Leather,100000,2007,Individual,First Owner,170000,NaN,Four Wheeler,Petrol,Manual
3082,Audi A6 2.7 TDI,850000,2010,Individual,First Owner,46000,NaN,Four Wheeler,Diesel,Automatic
3083,Chevrolet Cruze LTZ AT,359000,2012,Individual,Third Owner,120000,NaN,Four Wheeler,Diesel,Automatic
3084,Maruti Swift Dzire ZDI,470000,2015,Dealer,First Owner,91365,NaN,Four Wheeler,Diesel,Manual
3085,Maruti Swift Dzire VDI,360000,2013,Dealer,Second Owner,90010,NaN,Four Wheeler,Diesel,Manual
3086,Maruti Ertiga VDI,250999,2013,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
3087,Tata Nano Lx BSIV,45000,2012,Individual,Second Owner,35000,NaN,Four Wheeler,Petrol,Manual
3088,Maruti Wagon R VXI BSII,75000,2006,Individual,Second Owner,80000,NaN,Four Wheeler,Petrol,Manual
3089,Maruti Swift Dzire VDI,495000,2013,Dealer,First Owner,31800,NaN,Four Wheeler,Diesel,Manual
3090,Maruti Wagon R CNG LXI,310000,2013,Dealer,First Owner,59100,NaN,Four Wheeler,CNG,Manual
3091,Honda Jazz 1.2 V i VTEC,540000,2016,Dealer,First Owner,31200,NaN,Four Wheeler,Petrol,Manual
3092,Maruti Ciaz VDi Plus SHVS,665000,2016,Dealer,First Owner,51000,NaN,Four Wheeler,Diesel,Manual
3093,Hyundai i20 Magna 1.4 CRDi (Diesel),425000,2013,Dealer,Second Owner,22700,NaN,Four Wheeler,Diesel,Manual
3094,Audi A4 2.0 TDI,1295000,2011,Dealer,First Owner,58000,NaN,Four Wheeler,Diesel,Automatic
3095,Maruti Ciaz VDI SHVS,675000,2016,Dealer,First Owner,50900,NaN,Four Wheeler,Diesel,Manual
3096,Maruti Vitara Brezza ZDi Plus Dual Tone,980000,2018,Individual,First Owner,10000,NaN,Four Wheeler,Diesel,Manual
3097,Chevrolet Beat Diesel LS,320000,2014,Individual,First Owner,60000,NaN,Four Wheeler,Diesel,Manual
3098,Maruti Ritz VXI,250000,2011,Individual,Second Owner,80000,NaN,Four Wheeler,Petrol,Manual
3099,Maruti Baleno Zeta 1.3,600000,2016,Individual,First Owner,72000,NaN,Four Wheeler,Diesel,Manual
3100,Hyundai Xcent 1.2 Kappa S,300000,2016,Individual,First Owner,96000,NaN,Four Wheeler,Petrol,Manual
3101,Chevrolet Beat Diesel LS,305000,2014,Individual,First Owner,66000,NaN,Four Wheeler,Diesel,Manual
3102,Tata New Safari DICOR 2.2 GX 4x2 BS IV,270000,2012,Individual,Second Owner,80000,NaN,Four Wheeler,Diesel,Manual
3103,Renault Fluence 1.5,300000,2012,Individual,First Owner,90000,NaN,Four Wheeler,Diesel,Manual
3104,Maruti Wagon R LXI Minor,106000,2009,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
3105,Hyundai Accent GLS 1.6 ABS,90000,2006,Individual,Third Owner,75000,NaN,Four Wheeler,Petrol,Manual
3106,Tata Tiago 1.2 Revotron XZ,539000,2019,Individual,First Owner,2417,NaN,Four Wheeler,Petrol,Manual
3107,Ford Fiesta 1.4 ZXi TDCi ABS,110000,2009,Individual,Fourth & Above Owner,100000,NaN,Four Wheeler,Diesel,Manual
3108,Hyundai EON Era Plus Option,250000,2016,Individual,Second Owner,30000,NaN,Four Wheeler,Petrol,Manual
3109,Hyundai i20 Asta (o),300000,2009,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
3110,Mahindra Scorpio BSIV,707000,2018,Individual,First Owner,60000,NaN,Four Wheeler,Diesel,Manual
3111,Hyundai Getz GLS,95000,2007,Individual,Fourth & Above Owner,120000,NaN,Four Wheeler,Petrol,Manual
3112,Maruti Eeco CNG 5 Seater AC BSIV,495000,2020,Individual,First Owner,7000,NaN,Four Wheeler,CNG,Manual
3113,Tata Indigo TDI,200000,2012,Individual,First Owner,35000,NaN,Four Wheeler,Diesel,Manual
3114,Maruti A-Star Vxi,110000,2009,Individual,Fourth & Above Owner,110000,NaN,Four Wheeler,Petrol,Manual
3115,Maruti Alto LXi,100000,2008,Individual,Fourth & Above Owner,130000,NaN,Four Wheeler,Petrol,Manual
3116,Maruti Alto 800 LX,150000,2016,Individual,Second Owner,25000,NaN,Four Wheeler,Petrol,Manual
3117,Toyota Etios 1.5 V,509999,2016,Individual,First Owner,35000,NaN,Four Wheeler,Petrol,Manual
3118,Ford Ikon 1.3 Flair,50000,2005,Individual,Third Owner,80000,NaN,Four Wheeler,Petrol,Manual
3119,Chevrolet Aveo 1.4,85000,2007,Individual,Second Owner,70000,NaN,Four Wheeler,Petrol,Manual
3120,Hyundai Grand i10 1.2 Kappa Magna BSIV,475000,2018,Individual,First Owner,23000,NaN,Four Wheeler,Petrol,Manual
3121,Volkswagen Polo 1.2 MPI Highline,425000,2014,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
3122,BMW 5 Series 530i,480000,2006,Individual,Second Owner,110000,NaN,Four Wheeler,Petrol,Automatic
3123,Maruti S-Cross Delta DDiS 200 SH,950000,2019,Individual,First Owner,10000,NaN,Four Wheeler,Diesel,Manual
3124,Maruti Swift Dzire VDI,535000,2015,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
3125,Hyundai Verna CRDi SX ABS,325000,2009,Individual,Third Owner,25000,NaN,Four Wheeler,Diesel,Manual
3126,Maruti Wagon R Stingray VXI,270000,2013,Individual,Third Owner,74000,NaN,Four Wheeler,Petrol,Manual
3127,Maruti Celerio VXI,300000,2015,Individual,Third Owner,60000,NaN,Four Wheeler,Petrol,Manual
3128,Volkswagen Vento Diesel Trendline,325000,2011,Individual,First Owner,70000,NaN,Four Wheeler,Diesel,Manual
3129,Tata New Safari DICOR 2.2 EX 4x2,350000,2010,Individual,First Owner,100000,NaN,Four Wheeler,Diesel,Manual
3130,Hyundai Verna CRDi SX,229999,2008,Individual,Third Owner,146000,NaN,Four Wheeler,Diesel,Manual
3131,Maruti Swift Dzire LDi,325000,2012,Individual,Second Owner,120000,NaN,Four Wheeler,Diesel,Manual
3132,Maruti Wagon R LXI,70000,2005,Individual,Second Owner,70000,NaN,Four Wheeler,Petrol,Manual
3133,Skoda Laura Ambiente,190000,2008,Individual,Third Owner,120000,NaN,Four Wheeler,Diesel,Manual
3134,Chevrolet Cruze LTZ,345000,2011,Individual,First Owner,65500,NaN,Four Wheeler,Diesel,Manual
3135,Mahindra Scorpio 1.99 S10,1025000,2016,Individual,First Owner,70000,NaN,Four Wheeler,Diesel,Manual
3136,Maruti Alto 800 LXI,120000,2012,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
3137,Maruti Alto LXi BSIII,114999,2009,Individual,Second Owner,90000,NaN,Four Wheeler,Petrol,Manual
3138,Honda City 1.5 S MT,300000,2009,Individual,Second Owner,120000,NaN,Four Wheeler,Petrol,Manual
3139,Maruti Celerio VXI,340000,2016,Dealer,First Owner,56000,NaN,Four Wheeler,Petrol,Manual
3140,Maruti Wagon R LXI,90000,2005,Individual,Second Owner,70000,NaN,Four Wheeler,Petrol,Manual
3141,Maruti Alto LX,150000,2006,Individual,First Owner,140300,NaN,Four Wheeler,Petrol,Manual
3142,Maruti Alto K10 2010-2014 VXI,115999,2010,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
3143,Toyota Etios Liva 1.4 VD,425000,2017,Dealer,First Owner,36000,NaN,Four Wheeler,Diesel,Manual
3144,Honda Amaze VX O iDTEC,550000,2017,Dealer,First Owner,12997,NaN,Four Wheeler,Diesel,Manual
3145,Maruti Ciaz 1.4 AT Zeta,500000,2017,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Automatic
3146,Mahindra Quanto C8,300000,2013,Individual,Second Owner,25000,NaN,Four Wheeler,Diesel,Manual
3147,Hyundai Verna CRDi 1.6 SX Option,1150000,2018,Dealer,First Owner,26430,NaN,Four Wheeler,Diesel,Manual
3148,Maruti Swift 1.3 VXI ABS,475000,2015,Dealer,First Owner,24600,NaN,Four Wheeler,Petrol,Manual
3149,Maruti Wagon R LXI,260000,2011,Dealer,First Owner,28481,NaN,Four Wheeler,Petrol,Manual
3150,Ford Ecosport 1.0 Ecoboost Titanium Optional,350000,2013,Individual,First Owner,100000,NaN,Four Wheeler,Petrol,Manual
3151,Mahindra XUV500 W8 2WD,750000,2013,Dealer,First Owner,41988,NaN,Four Wheeler,Diesel,Manual
3152,Renault KWID Climber 1.0 AMT BSIV,350000,2017,Dealer,First Owner,7658,NaN,Four Wheeler,Petrol,Automatic
3153,Maruti Wagon R LXI,180000,2009,Dealer,First Owner,30375,NaN,Four Wheeler,Petrol,Manual
3154,Maruti Swift Dzire VDI,611000,2017,Dealer,First Owner,34400,NaN,Four Wheeler,Diesel,Manual
3155,Renault KWID RXL BSIV,325000,2017,Dealer,First Owner,18500,NaN,Four Wheeler,Petrol,Manual
3156,Hyundai EON 1.0 Era Plus,225000,2012,Dealer,First Owner,48000,NaN,Four Wheeler,Petrol,Manual
3157,Maruti Wagon R AMT VXI,300000,2014,Dealer,First Owner,28942,NaN,Four Wheeler,Petrol,Automatic
3158,Mahindra Bolero Power Plus SLX,400000,2017,Individual,Second Owner,50000,NaN,Four Wheeler,Diesel,Manual
3159,Mahindra XUV500 W8 2WD,711000,2012,Dealer,First Owner,53600,NaN,Four Wheeler,Diesel,Manual
3160,Toyota Innova 2.5 G (Diesel) 8 Seater,851000,2015,Dealer,First Owner,53652,NaN,Four Wheeler,Diesel,Manual
3161,Maruti Wagon R VXI,375000,2016,Dealer,Second Owner,23000,NaN,Four Wheeler,Petrol,Manual
3162,Maruti Zen Estilo LXI BSIII,275000,2007,Individual,First Owner,10211,NaN,Four Wheeler,Petrol,Manual
3163,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,120000,2005,Individual,Third Owner,120000,NaN,Four Wheeler,Diesel,Manual
3164,Maruti Celerio ZDi,350000,2015,Individual,First Owner,120000,NaN,Four Wheeler,Diesel,Manual
3165,Maruti Celerio ZXI,409999,2017,Individual,First Owner,35000,NaN,Four Wheeler,Petrol,Manual
3166,Hyundai Verna 1.6 SX,500000,2012,Individual,First Owner,130000,NaN,Four Wheeler,Diesel,Manual
3167,Nissan Sunny Diesel XL,220000,2013,Individual,Second Owner,90000,NaN,Four Wheeler,Diesel,Manual
3168,Ford Fiesta 1.6 Duratec EXI Ltd,120000,2008,Individual,Second Owner,80000,NaN,Four Wheeler,Petrol,Manual
3169,Hyundai Santro Xing XK,70000,2007,Individual,Second Owner,55000,NaN,Four Wheeler,Petrol,Manual
3170,Maruti Swift Dzire ZXI Plus,800000,2017,Individual,First Owner,15000,NaN,Four Wheeler,Petrol,Manual
3171,Maruti Swift Dzire VDI,450000,2014,Individual,Second Owner,260000,NaN,Four Wheeler,Diesel,Manual
3172,Mahindra Scorpio SLE BSIV,525000,2012,Individual,First Owner,145000,NaN,Four Wheeler,Diesel,Manual
3173,Datsun GO Plus Remix Limited Edition,300000,2016,Individual,First Owner,35000,NaN,Four Wheeler,Petrol,Manual
3174,Hyundai i10 Magna,195000,2008,Individual,Second Owner,56000,NaN,Four Wheeler,Petrol,Manual
3175,Ford Fiesta Classic 1.4 SXI Duratorq,130000,2007,Individual,Second Owner,98000,NaN,Four Wheeler,Diesel,Manual
3176,Toyota Etios VD,300000,2011,Individual,Second Owner,135000,NaN,Four Wheeler,Diesel,Manual
3177,Maruti Alto VXi,120000,2002,Individual,Third Owner,60000,NaN,Four Wheeler,Petrol,Manual
3178,Toyota Innova 2.5 G3,450000,2010,Individual,Third Owner,120000,NaN,Four Wheeler,Diesel,Manual
3179,Tata Indigo LS,160000,2010,Individual,Second Owner,102000,NaN,Four Wheeler,Diesel,Manual
3180,Mahindra Bolero Power Plus Plus AC BSIV PS,800000,2018,Individual,First Owner,35000,NaN,Four Wheeler,Diesel,Manual
3181,Maruti 800 AC,100000,2013,Individual,First Owner,80000,NaN,Four Wheeler,Petrol,Manual
3182,Volkswagen Polo GTI,825000,2017,Dealer,First Owner,13599,NaN,Four Wheeler,Petrol,Automatic
3183,Maruti Alto 800 LXI,265000,2015,Dealer,First Owner,32933,NaN,Four Wheeler,Petrol,Manual
3184,Maruti Wagon R LXI,175000,2008,Dealer,First Owner,54551,NaN,Four Wheeler,Petrol,Manual
3185,Maruti Omni 8 Seater BSIV,250999,2014,Dealer,First Owner,57112,NaN,Four Wheeler,Petrol,Manual
3186,Hyundai Xcent 1.2 VTVT S AT,471000,2015,Dealer,First Owner,41025,NaN,Four Wheeler,Petrol,Automatic
3187,Maruti Swift Dzire LDI,650000,2019,Individual,First Owner,5000,NaN,Four Wheeler,Diesel,Manual
3188,Maruti Swift Dzire LDI,650000,2019,Individual,First Owner,5000,NaN,Four Wheeler,Diesel,Manual
3189,Hyundai EON Magna,225000,2012,Dealer,Second Owner,53122,NaN,Four Wheeler,Petrol,Manual
3190,Maruti Alto 800 LXI CNG,245000,2013,Dealer,First Owner,64111,NaN,Four Wheeler,CNG,Manual
3191,Maruti Ritz LXi,221000,2011,Dealer,First Owner,78892,NaN,Four Wheeler,Petrol,Manual
3192,Hyundai i20 1.2 Asta,271000,2011,Dealer,First Owner,74113,NaN,Four Wheeler,Petrol,Manual
3193,Maruti Wagon R VXI,290000,2012,Dealer,First Owner,80000,NaN,Four Wheeler,Petrol,Manual
3194,Maruti Swift VXi BSIV,525000,2017,Dealer,First Owner,39000,NaN,Four Wheeler,Petrol,Manual
3195,Volkswagen Vento 1.6 Highline,377000,2012,Dealer,First Owner,84775,NaN,Four Wheeler,Petrol,Manual
3196,Tata Nano LX SE,95000,2012,Dealer,First Owner,20778,NaN,Four Wheeler,Petrol,Manual
3197,Maruti Ertiga VDI,763000,2015,Dealer,First Owner,64441,NaN,Four Wheeler,Diesel,Manual
3198,Honda Amaze S i-Vtech,450000,2015,Dealer,First Owner,43192,NaN,Four Wheeler,Petrol,Manual
3199,Tata Nano Twist XE,140000,2014,Dealer,First Owner,44416,NaN,Four Wheeler,Petrol,Manual
3200,Maruti Ciaz VDi Plus SHVS,701000,2016,Dealer,First Owner,79991,NaN,Four Wheeler,Diesel,Manual
3201,Nissan Micra Diesel XV,277000,2011,Dealer,Second Owner,62601,NaN,Four Wheeler,Diesel,Manual
3202,Maruti Baleno Delta Automatic,520000,2018,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Automatic
3203,Ford Figo Aspire 1.5 TDCi Ambiente ABS,550000,2017,Individual,First Owner,100000,NaN,Four Wheeler,Diesel,Manual
3204,Volkswagen Vento Diesel Highline,260000,2011,Individual,Third Owner,97000,NaN,Four Wheeler,Diesel,Manual
3205,Renault Pulse RxZ,420000,2015,Individual,First Owner,100000,NaN,Four Wheeler,Diesel,Manual
3206,OpelCorsa 1.4 GL,35000,2002,Individual,Third Owner,100000,NaN,Four Wheeler,Petrol,Manual
3207,Mahindra XUV500 W7 BSIV,1150000,2018,Individual,First Owner,20000,NaN,Four Wheeler,Diesel,Manual
3208,Maruti Ciaz 1.4 Zeta,680000,2017,Individual,First Owner,46000,NaN,Four Wheeler,Petrol,Manual
3209,Maruti Swift VDI,425000,2012,Individual,First Owner,40000,NaN,Four Wheeler,Diesel,Manual
3210,Maruti Swift Dzire LDI,450000,2014,Individual,Second Owner,70000,NaN,Four Wheeler,Diesel,Manual
3211,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,590000,2008,Individual,Third Owner,89600,NaN,Four Wheeler,Diesel,Manual
3212,Volkswagen Jetta 1.4 TSI Comfortline,936999,2017,Individual,First Owner,60800,NaN,Four Wheeler,Petrol,Manual
3213,Honda Mobilio S i DTEC,420000,2015,Individual,Second Owner,104000,NaN,Four Wheeler,Diesel,Manual
3214,Volkswagen Polo 1.5 TDI Highline,450000,2014,Individual,Second Owner,80000,NaN,Four Wheeler,Diesel,Manual
3215,Maruti 800 AC,40000,2004,Individual,Third Owner,69111,NaN,Four Wheeler,Petrol,Manual
3216,Toyota Innova 2.5 G (Diesel) 8 Seater,520000,2014,Individual,Second Owner,70000,NaN,Four Wheeler,Diesel,Manual
3217,Maruti 800 AC,80000,2007,Individual,First Owner,120000,NaN,Four Wheeler,Petrol,Manual
3218,Tata Nano CX,55000,2014,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
3219,Mahindra Bolero DI DX 7 Seater,80000,2001,Individual,Third Owner,100000,NaN,Four Wheeler,Diesel,Manual
3220,Maruti Alto 800 LXI,210000,2019,Individual,First Owner,20000,NaN,Four Wheeler,Petrol,Manual
3221,Ford Figo Petrol Titanium,300000,2015,Individual,Second Owner,50000,NaN,Four Wheeler,Petrol,Manual
3222,Tata Tiago 1.05 Revotorq XM,260000,2017,Individual,First Owner,50000,NaN,Four Wheeler,Diesel,Manual
3223,Tata Zest Quadrajet 1.3,250000,2016,Individual,First Owner,70000,NaN,Four Wheeler,Diesel,Manual
3224,Tata Indica Vista Aqua TDI BSIII,80000,2008,Individual,First Owner,90000,NaN,Four Wheeler,Diesel,Manual
3225,Toyota Innova 2.5 GX (Diesel) 7 Seater BS IV,450000,2010,Individual,Second Owner,150000,NaN,Four Wheeler,Diesel,Manual
3226,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,310000,2005,Individual,Second Owner,120000,NaN,Four Wheeler,Diesel,Manual
3227,Toyota Innova 2.5 GX (Diesel) 8 Seater,500000,2012,Individual,First Owner,100000,NaN,Four Wheeler,Diesel,Manual
3228,Maruti Ertiga SHVS VDI,800000,2016,Individual,Second Owner,70000,NaN,Four Wheeler,Diesel,Manual
3229,Hyundai Creta 1.6 CRDi SX,840000,2016,Individual,Second Owner,70000,NaN,Four Wheeler,Diesel,Manual
3230,Honda Amaze S i-Vtech,490000,2016,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
3231,Tata Indica Vista Aqua 1.4 TDI,125000,2010,Individual,Second Owner,81000,NaN,Four Wheeler,Diesel,Manual
3232,Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,400000,2012,Individual,Third Owner,120000,NaN,Four Wheeler,Diesel,Manual
3233,Chevrolet Cruze LTZ,1000000,2015,Dealer,First Owner,3600,NaN,Four Wheeler,Diesel,Manual
3234,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,530000,2015,Dealer,First Owner,14272,NaN,Four Wheeler,Petrol,Manual
3235,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,840000,2017,Dealer,First Owner,49213,NaN,Four Wheeler,Diesel,Manual
3236,Hyundai i10 Sportz 1.1L,229999,2015,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
3237,Maruti 800 Std,40000,1998,Individual,Fourth & Above Owner,40000,NaN,Four Wheeler,Petrol,Manual
3238,Chevrolet Spark 1.0 LS,130000,2012,Individual,First Owner,80000,NaN,Four Wheeler,Petrol,Manual
3239,Hyundai EON Era Plus,200000,2015,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
3240,Tata Indica Vista Aqua TDI BSIII,120000,2011,Individual,First Owner,70000,NaN,Four Wheeler,Diesel,Manual
3241,Hyundai Santro LP zipPlus,75000,2003,Individual,First Owner,57000,NaN,Four Wheeler,Petrol,Manual
3242,Tata Bolt Quadrajet XE,250000,2016,Individual,First Owner,120000,NaN,Four Wheeler,Diesel,Manual
3243,Maruti 800 AC BSIII,100000,2005,Individual,First Owner,30000,NaN,Four Wheeler,Petrol,Manual
3244,Hyundai EON Era Plus,280000,2013,Individual,Second Owner,3240,NaN,Four Wheeler,Petrol,Manual
3245,Hyundai i20 Magna 1.2,540000,2015,Individual,First Owner,5000,NaN,Four Wheeler,Petrol,Manual
3246,Hyundai i20 1.2 Asta,700000,2018,Individual,First Owner,10000,NaN,Four Wheeler,Petrol,Manual
3247,Ford Figo Petrol EXI,350000,2014,Individual,Second Owner,90000,NaN,Four Wheeler,Petrol,Manual
3248,Maruti SX4 VDI,320000,2011,Individual,First Owner,100000,NaN,Four Wheeler,Diesel,Manual
3249,Honda Amaze S i-DTEC,475000,2016,Individual,First Owner,90000,NaN,Four Wheeler,Diesel,Manual
3250,Tata Manza Aura (ABS) Quadrajet BS IV,220000,2011,Individual,Second Owner,140000,NaN,Four Wheeler,Diesel,Manual
3251,Nissan Micra Diesel XV Premium,210000,2013,Individual,First Owner,13770,NaN,Four Wheeler,Diesel,Manual
3252,Ford Ikon 1.3 Flair,61000,2005,Individual,Second Owner,4637,NaN,Four Wheeler,Petrol,Manual
3253,Skoda Superb Elegance 2.0 TDI CR AT,355000,2009,Individual,Second Owner,100000,NaN,Four Wheeler,Diesel,Automatic
3254,Chevrolet Beat Diesel LT,150000,2012,Individual,First Owner,60000,NaN,Four Wheeler,Diesel,Manual
3255,Tata Indica Vista Quadrajet LX,133000,2011,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
3256,Chevrolet Cruze LTZ AT,650000,2015,Individual,First Owner,50000,NaN,Four Wheeler,Diesel,Automatic
3257,Nissan Micra XL,210000,2014,Individual,Second Owner,40000,NaN,Four Wheeler,Petrol,Manual
3258,Chevrolet Beat Diesel LS,130000,2013,Individual,Second Owner,93900,NaN,Four Wheeler,Diesel,Manual
3259,Maruti 800 AC,60000,2007,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
3260,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,120000,2005,Individual,Third Owner,120000,NaN,Four Wheeler,Diesel,Manual
3261,BMW 5 Series 520d Luxury Line,2900000,2017,Individual,First Owner,40000,NaN,Four Wheeler,Diesel,Automatic
